ruta,clase,particion
data/raw/asl_alphabet_train/A/A1156.jpg,A,train
data/raw/asl_alphabet_train/A/A395.jpg,A,train
data/raw/asl_alphabet_train/A/A2286.jpg,A,train
data/raw/asl_alphabet_train/A/A724.jpg,A,train
data/raw/asl_alphabet_train/A/A2290.jpg,A,train
data/raw/asl_alphabet_train/A/A2450.jpg,A,train
data/raw/asl_alphabet_train/A/A135.jpg,A,train
data/raw/asl_alphabet_train/A/A2102.jpg,A,train
data/raw/asl_alphabet_train/A/A1972.jpg,A,train
data/raw/asl_alphabet_train/A/A783.jpg,A,train
data/raw/asl_alphabet_train/A/A1205.jpg,A,train
data/raw/asl_alphabet_train/A/A2916.jpg,A,train
data/raw/asl_alphabet_train/A/A2905.jpg,A,train
data/raw/asl_alphabet_train/A/A1509.jpg,A,train
data/raw/asl_alphabet_train/A/A91.jpg,A,train
data/raw/asl_alphabet_train/A/A976.jpg,A,train
data/raw/asl_alphabet_train/A/A2639.jpg,A,train
data/raw/asl_alphabet_train/A/A649.jpg,A,train
data/raw/asl_alphabet_train/A/A95.jpg,A,train
data/raw/asl_alphabet_train/A/A797.jpg,A,train
data/raw/asl_alphabet_train/A/A1709.jpg,A,train
data/raw/asl_alphabet_train/A/A1584.jpg,A,train
data/raw/asl_alphabet_train/A/A1507.jpg,A,train
data/raw/asl_alphabet_train/A/A648.jpg,A,train
data/raw/asl_alphabet_train/A/A1322.jpg,A,train
data/raw/asl_alphabet_train/A/A2123.jpg,A,train
data/raw/asl_alphabet_train/A/A2878.jpg,A,train
data/raw/asl_alphabet_train/A/A510.jpg,A,train
data/raw/asl_alphabet_train/A/A77.jpg,A,train
data/raw/asl_alphabet_train/A/A2977.jpg,A,train
data/raw/asl_alphabet_train/A/A74.jpg,A,train
data/raw/asl_alphabet_train/A/A896.jpg,A,train
data/raw/asl_alphabet_train/A/A2514.jpg,A,train
data/raw/asl_alphabet_train/A/A854.jpg,A,train
data/raw/asl_alphabet_train/A/A1976.jpg,A,train
data/raw/asl_alphabet_train/A/A1482.jpg,A,train
data/raw/asl_alphabet_train/A/A489.jpg,A,train
data/raw/asl_alphabet_train/A/A2576.jpg,A,train
data/raw/asl_alphabet_train/A/A825.jpg,A,train
data/raw/asl_alphabet_train/A/A2618.jpg,A,train
data/raw/asl_alphabet_train/A/A97.jpg,A,train
data/raw/asl_alphabet_train/A/A2787.jpg,A,train
data/raw/asl_alphabet_train/A/A64.jpg,A,train
data/raw/asl_alphabet_train/A/A2093.jpg,A,train
data/raw/asl_alphabet_train/A/A2205.jpg,A,train
data/raw/asl_alphabet_train/A/A613.jpg,A,train
data/raw/asl_alphabet_train/A/A2553.jpg,A,train
data/raw/asl_alphabet_train/A/A1506.jpg,A,train
data/raw/asl_alphabet_train/A/A2720.jpg,A,train
data/raw/asl_alphabet_train/A/A2171.jpg,A,train
data/raw/asl_alphabet_train/A/A2889.jpg,A,train
data/raw/asl_alphabet_train/A/A1388.jpg,A,train
data/raw/asl_alphabet_train/A/A2101.jpg,A,train
data/raw/asl_alphabet_train/A/A1522.jpg,A,train
data/raw/asl_alphabet_train/A/A1924.jpg,A,train
data/raw/asl_alphabet_train/A/A630.jpg,A,train
data/raw/asl_alphabet_train/A/A1806.jpg,A,train
data/raw/asl_alphabet_train/A/A1738.jpg,A,train
data/raw/asl_alphabet_train/A/A344.jpg,A,train
data/raw/asl_alphabet_train/A/A194.jpg,A,train
data/raw/asl_alphabet_train/A/A980.jpg,A,train
data/raw/asl_alphabet_train/A/A304.jpg,A,train
data/raw/asl_alphabet_train/A/A2195.jpg,A,train
data/raw/asl_alphabet_train/A/A827.jpg,A,train
data/raw/asl_alphabet_train/A/A1249.jpg,A,train
data/raw/asl_alphabet_train/A/A759.jpg,A,train
data/raw/asl_alphabet_train/A/A1208.jpg,A,train
data/raw/asl_alphabet_train/A/A1404.jpg,A,train
data/raw/asl_alphabet_train/A/A1607.jpg,A,train
data/raw/asl_alphabet_train/A/A2215.jpg,A,train
data/raw/asl_alphabet_train/A/A2159.jpg,A,train
data/raw/asl_alphabet_train/A/A1300.jpg,A,train
data/raw/asl_alphabet_train/A/A2301.jpg,A,train
data/raw/asl_alphabet_train/A/A1763.jpg,A,train
data/raw/asl_alphabet_train/A/A984.jpg,A,train
data/raw/asl_alphabet_train/A/A1106.jpg,A,train
data/raw/asl_alphabet_train/A/A1441.jpg,A,train
data/raw/asl_alphabet_train/A/A2863.jpg,A,train
data/raw/asl_alphabet_train/A/A1374.jpg,A,train
data/raw/asl_alphabet_train/A/A2007.jpg,A,train
data/raw/asl_alphabet_train/A/A1446.jpg,A,train
data/raw/asl_alphabet_train/A/A1286.jpg,A,train
data/raw/asl_alphabet_train/A/A2378.jpg,A,train
data/raw/asl_alphabet_train/A/A262.jpg,A,train
data/raw/asl_alphabet_train/A/A1530.jpg,A,train
data/raw/asl_alphabet_train/A/A1675.jpg,A,train
data/raw/asl_alphabet_train/A/A1314.jpg,A,train
data/raw/asl_alphabet_train/A/A1550.jpg,A,train
data/raw/asl_alphabet_train/A/A196.jpg,A,train
data/raw/asl_alphabet_train/A/A1232.jpg,A,train
data/raw/asl_alphabet_train/A/A1879.jpg,A,train
data/raw/asl_alphabet_train/A/A934.jpg,A,train
data/raw/asl_alphabet_train/A/A1312.jpg,A,train
data/raw/asl_alphabet_train/A/A512.jpg,A,train
data/raw/asl_alphabet_train/A/A2026.jpg,A,train
data/raw/asl_alphabet_train/A/A2368.jpg,A,train
data/raw/asl_alphabet_train/A/A2131.jpg,A,train
data/raw/asl_alphabet_train/A/A126.jpg,A,train
data/raw/asl_alphabet_train/A/A2308.jpg,A,train
data/raw/asl_alphabet_train/A/A1030.jpg,A,train
data/raw/asl_alphabet_train/A/A1117.jpg,A,train
data/raw/asl_alphabet_train/A/A1729.jpg,A,train
data/raw/asl_alphabet_train/A/A662.jpg,A,train
data/raw/asl_alphabet_train/A/A915.jpg,A,train
data/raw/asl_alphabet_train/A/A128.jpg,A,train
data/raw/asl_alphabet_train/A/A634.jpg,A,train
data/raw/asl_alphabet_train/A/A2523.jpg,A,train
data/raw/asl_alphabet_train/A/A706.jpg,A,train
data/raw/asl_alphabet_train/A/A2833.jpg,A,train
data/raw/asl_alphabet_train/A/A157.jpg,A,train
data/raw/asl_alphabet_train/A/A1859.jpg,A,train
data/raw/asl_alphabet_train/A/A1289.jpg,A,train
data/raw/asl_alphabet_train/A/A2838.jpg,A,train
data/raw/asl_alphabet_train/A/A838.jpg,A,train
data/raw/asl_alphabet_train/A/A151.jpg,A,train
data/raw/asl_alphabet_train/A/A1989.jpg,A,train
data/raw/asl_alphabet_train/A/A866.jpg,A,train
data/raw/asl_alphabet_train/A/A251.jpg,A,train
data/raw/asl_alphabet_train/A/A1094.jpg,A,train
data/raw/asl_alphabet_train/A/A2758.jpg,A,train
data/raw/asl_alphabet_train/A/A2347.jpg,A,train
data/raw/asl_alphabet_train/A/A1105.jpg,A,train
data/raw/asl_alphabet_train/A/A2175.jpg,A,train
data/raw/asl_alphabet_train/A/A485.jpg,A,train
data/raw/asl_alphabet_train/A/A593.jpg,A,train
data/raw/asl_alphabet_train/A/A2765.jpg,A,train
data/raw/asl_alphabet_train/A/A2831.jpg,A,train
data/raw/asl_alphabet_train/A/A1697.jpg,A,train
data/raw/asl_alphabet_train/A/A2980.jpg,A,train
data/raw/asl_alphabet_train/A/A845.jpg,A,train
data/raw/asl_alphabet_train/A/A2291.jpg,A,train
data/raw/asl_alphabet_train/A/A1551.jpg,A,train
data/raw/asl_alphabet_train/A/A1157.jpg,A,train
data/raw/asl_alphabet_train/A/A1390.jpg,A,train
data/raw/asl_alphabet_train/A/A1163.jpg,A,train
data/raw/asl_alphabet_train/A/A686.jpg,A,train
data/raw/asl_alphabet_train/A/A352.jpg,A,train
data/raw/asl_alphabet_train/A/A2886.jpg,A,train
data/raw/asl_alphabet_train/A/A2769.jpg,A,train
data/raw/asl_alphabet_train/A/A1579.jpg,A,train
data/raw/asl_alphabet_train/A/A2380.jpg,A,train
data/raw/asl_alphabet_train/A/A2604.jpg,A,train
data/raw/asl_alphabet_train/A/A987.jpg,A,train
data/raw/asl_alphabet_train/A/A47.jpg,A,train
data/raw/asl_alphabet_train/A/A1983.jpg,A,train
data/raw/asl_alphabet_train/A/A1568.jpg,A,train
data/raw/asl_alphabet_train/A/A411.jpg,A,train
data/raw/asl_alphabet_train/A/A1915.jpg,A,train
data/raw/asl_alphabet_train/A/A366.jpg,A,train
data/raw/asl_alphabet_train/A/A2030.jpg,A,train
data/raw/asl_alphabet_train/A/A1928.jpg,A,train
data/raw/asl_alphabet_train/A/A883.jpg,A,train
data/raw/asl_alphabet_train/A/A1545.jpg,A,train
data/raw/asl_alphabet_train/A/A1343.jpg,A,train
data/raw/asl_alphabet_train/A/A1351.jpg,A,train
data/raw/asl_alphabet_train/A/A1702.jpg,A,train
data/raw/asl_alphabet_train/A/A23.jpg,A,train
data/raw/asl_alphabet_train/A/A1900.jpg,A,train
data/raw/asl_alphabet_train/A/A2580.jpg,A,train
data/raw/asl_alphabet_train/A/A444.jpg,A,train
data/raw/asl_alphabet_train/A/A1192.jpg,A,train
data/raw/asl_alphabet_train/A/A1881.jpg,A,train
data/raw/asl_alphabet_train/A/A752.jpg,A,train
data/raw/asl_alphabet_train/A/A2745.jpg,A,train
data/raw/asl_alphabet_train/A/A1303.jpg,A,train
data/raw/asl_alphabet_train/A/A1638.jpg,A,train
data/raw/asl_alphabet_train/A/A793.jpg,A,train
data/raw/asl_alphabet_train/A/A1022.jpg,A,train
data/raw/asl_alphabet_train/A/A1368.jpg,A,train
data/raw/asl_alphabet_train/A/A2620.jpg,A,train
data/raw/asl_alphabet_train/A/A1169.jpg,A,train
data/raw/asl_alphabet_train/A/A522.jpg,A,train
data/raw/asl_alphabet_train/A/A214.jpg,A,train
data/raw/asl_alphabet_train/A/A2904.jpg,A,train
data/raw/asl_alphabet_train/A/A2200.jpg,A,train
data/raw/asl_alphabet_train/A/A379.jpg,A,train
data/raw/asl_alphabet_train/A/A2443.jpg,A,train
data/raw/asl_alphabet_train/A/A1575.jpg,A,train
data/raw/asl_alphabet_train/A/A503.jpg,A,train
data/raw/asl_alphabet_train/A/A2939.jpg,A,train
data/raw/asl_alphabet_train/A/A1600.jpg,A,train
data/raw/asl_alphabet_train/A/A1656.jpg,A,train
data/raw/asl_alphabet_train/A/A604.jpg,A,train
data/raw/asl_alphabet_train/A/A2857.jpg,A,train
data/raw/asl_alphabet_train/A/A2452.jpg,A,train
data/raw/asl_alphabet_train/A/A2621.jpg,A,train
data/raw/asl_alphabet_train/A/A2629.jpg,A,train
data/raw/asl_alphabet_train/A/A2922.jpg,A,train
data/raw/asl_alphabet_train/A/A2440.jpg,A,train
data/raw/asl_alphabet_train/A/A56.jpg,A,train
data/raw/asl_alphabet_train/A/A261.jpg,A,train
data/raw/asl_alphabet_train/A/A1789.jpg,A,train
data/raw/asl_alphabet_train/A/A2856.jpg,A,train
data/raw/asl_alphabet_train/A/A1850.jpg,A,train
data/raw/asl_alphabet_train/A/A1826.jpg,A,train
data/raw/asl_alphabet_train/A/A2504.jpg,A,train
data/raw/asl_alphabet_train/A/A965.jpg,A,train
data/raw/asl_alphabet_train/A/A640.jpg,A,train
data/raw/asl_alphabet_train/A/A1961.jpg,A,train
data/raw/asl_alphabet_train/A/A970.jpg,A,train
data/raw/asl_alphabet_train/A/A80.jpg,A,train
data/raw/asl_alphabet_train/A/A2729.jpg,A,train
data/raw/asl_alphabet_train/A/A1995.jpg,A,train
data/raw/asl_alphabet_train/A/A1878.jpg,A,train
data/raw/asl_alphabet_train/A/A1797.jpg,A,train
data/raw/asl_alphabet_train/A/A2213.jpg,A,train
data/raw/asl_alphabet_train/A/A1488.jpg,A,train
data/raw/asl_alphabet_train/A/A1567.jpg,A,train
data/raw/asl_alphabet_train/A/A1808.jpg,A,train
data/raw/asl_alphabet_train/A/A2779.jpg,A,train
data/raw/asl_alphabet_train/A/A1277.jpg,A,train
data/raw/asl_alphabet_train/A/A2712.jpg,A,train
data/raw/asl_alphabet_train/A/A8.jpg,A,train
data/raw/asl_alphabet_train/A/A2050.jpg,A,train
data/raw/asl_alphabet_train/A/A2509.jpg,A,train
data/raw/asl_alphabet_train/A/A2799.jpg,A,train
data/raw/asl_alphabet_train/A/A2419.jpg,A,train
data/raw/asl_alphabet_train/A/A1524.jpg,A,train
data/raw/asl_alphabet_train/A/A2325.jpg,A,train
data/raw/asl_alphabet_train/A/A831.jpg,A,train
data/raw/asl_alphabet_train/A/A584.jpg,A,train
data/raw/asl_alphabet_train/A/A1845.jpg,A,train
data/raw/asl_alphabet_train/A/A66.jpg,A,train
data/raw/asl_alphabet_train/A/A2413.jpg,A,train
data/raw/asl_alphabet_train/A/A2018.jpg,A,train
data/raw/asl_alphabet_train/A/A1194.jpg,A,train
data/raw/asl_alphabet_train/A/A188.jpg,A,train
data/raw/asl_alphabet_train/A/A1547.jpg,A,train
data/raw/asl_alphabet_train/A/A2761.jpg,A,train
data/raw/asl_alphabet_train/A/A2608.jpg,A,train
data/raw/asl_alphabet_train/A/A734.jpg,A,train
data/raw/asl_alphabet_train/A/A1033.jpg,A,train
data/raw/asl_alphabet_train/A/A2993.jpg,A,train
data/raw/asl_alphabet_train/A/A2278.jpg,A,train
data/raw/asl_alphabet_train/A/A1634.jpg,A,train
data/raw/asl_alphabet_train/A/A667.jpg,A,train
data/raw/asl_alphabet_train/A/A2156.jpg,A,train
data/raw/asl_alphabet_train/A/A12.jpg,A,train
data/raw/asl_alphabet_train/A/A633.jpg,A,train
data/raw/asl_alphabet_train/A/A711.jpg,A,train
data/raw/asl_alphabet_train/A/A1667.jpg,A,train
data/raw/asl_alphabet_train/A/A311.jpg,A,train
data/raw/asl_alphabet_train/A/A1113.jpg,A,train
data/raw/asl_alphabet_train/A/A1052.jpg,A,train
data/raw/asl_alphabet_train/A/A2866.jpg,A,train
data/raw/asl_alphabet_train/A/A170.jpg,A,train
data/raw/asl_alphabet_train/A/A2307.jpg,A,train
data/raw/asl_alphabet_train/A/A1504.jpg,A,train
data/raw/asl_alphabet_train/A/A206.jpg,A,train
data/raw/asl_alphabet_train/A/A2051.jpg,A,train
data/raw/asl_alphabet_train/A/A810.jpg,A,train
data/raw/asl_alphabet_train/A/A2477.jpg,A,train
data/raw/asl_alphabet_train/A/A1433.jpg,A,train
data/raw/asl_alphabet_train/A/A1398.jpg,A,train
data/raw/asl_alphabet_train/A/A2796.jpg,A,train
data/raw/asl_alphabet_train/A/A743.jpg,A,train
data/raw/asl_alphabet_train/A/A1629.jpg,A,train
data/raw/asl_alphabet_train/A/A2589.jpg,A,train
data/raw/asl_alphabet_train/A/A1750.jpg,A,train
data/raw/asl_alphabet_train/A/A271.jpg,A,train
data/raw/asl_alphabet_train/A/A2312.jpg,A,train
data/raw/asl_alphabet_train/A/A2898.jpg,A,train
data/raw/asl_alphabet_train/A/A1080.jpg,A,train
data/raw/asl_alphabet_train/A/A213.jpg,A,train
data/raw/asl_alphabet_train/A/A784.jpg,A,train
data/raw/asl_alphabet_train/A/A1839.jpg,A,train
data/raw/asl_alphabet_train/A/A884.jpg,A,train
data/raw/asl_alphabet_train/A/A2116.jpg,A,train
data/raw/asl_alphabet_train/A/A296.jpg,A,train
data/raw/asl_alphabet_train/A/A2094.jpg,A,train
data/raw/asl_alphabet_train/A/A889.jpg,A,train
data/raw/asl_alphabet_train/A/A2165.jpg,A,train
data/raw/asl_alphabet_train/A/A17.jpg,A,train
data/raw/asl_alphabet_train/A/A2481.jpg,A,train
data/raw/asl_alphabet_train/A/A2687.jpg,A,train
data/raw/asl_alphabet_train/A/A762.jpg,A,train
data/raw/asl_alphabet_train/A/A1376.jpg,A,train
data/raw/asl_alphabet_train/A/A2311.jpg,A,train
data/raw/asl_alphabet_train/A/A212.jpg,A,train
data/raw/asl_alphabet_train/A/A2474.jpg,A,train
data/raw/asl_alphabet_train/A/A1416.jpg,A,train
data/raw/asl_alphabet_train/A/A582.jpg,A,train
data/raw/asl_alphabet_train/A/A813.jpg,A,train
data/raw/asl_alphabet_train/A/A1532.jpg,A,train
data/raw/asl_alphabet_train/A/A1543.jpg,A,train
data/raw/asl_alphabet_train/A/A1451.jpg,A,train
data/raw/asl_alphabet_train/A/A1534.jpg,A,train
data/raw/asl_alphabet_train/A/A710.jpg,A,train
data/raw/asl_alphabet_train/A/A654.jpg,A,train
data/raw/asl_alphabet_train/A/A1765.jpg,A,train
data/raw/asl_alphabet_train/A/A1000.jpg,A,train
data/raw/asl_alphabet_train/A/A2314.jpg,A,train
data/raw/asl_alphabet_train/A/A2984.jpg,A,train
data/raw/asl_alphabet_train/A/A2577.jpg,A,train
data/raw/asl_alphabet_train/A/A1825.jpg,A,train
data/raw/asl_alphabet_train/A/A410.jpg,A,train
data/raw/asl_alphabet_train/A/A1894.jpg,A,train
data/raw/asl_alphabet_train/A/A2906.jpg,A,train
data/raw/asl_alphabet_train/A/A432.jpg,A,train
data/raw/asl_alphabet_train/A/A143.jpg,A,train
data/raw/asl_alphabet_train/A/A1782.jpg,A,train
data/raw/asl_alphabet_train/A/A1485.jpg,A,train
data/raw/asl_alphabet_train/A/A699.jpg,A,train
data/raw/asl_alphabet_train/A/A555.jpg,A,train
data/raw/asl_alphabet_train/A/A1014.jpg,A,train
data/raw/asl_alphabet_train/A/A364.jpg,A,train
data/raw/asl_alphabet_train/A/A2672.jpg,A,train
data/raw/asl_alphabet_train/A/A1987.jpg,A,train
data/raw/asl_alphabet_train/A/A1899.jpg,A,train
data/raw/asl_alphabet_train/A/A2775.jpg,A,train
data/raw/asl_alphabet_train/A/A1466.jpg,A,train
data/raw/asl_alphabet_train/A/A2967.jpg,A,train
data/raw/asl_alphabet_train/A/A2696.jpg,A,train
data/raw/asl_alphabet_train/A/A1559.jpg,A,train
data/raw/asl_alphabet_train/A/A2714.jpg,A,train
data/raw/asl_alphabet_train/A/A2990.jpg,A,train
data/raw/asl_alphabet_train/A/A1541.jpg,A,train
data/raw/asl_alphabet_train/A/A2622.jpg,A,train
data/raw/asl_alphabet_train/A/A138.jpg,A,train
data/raw/asl_alphabet_train/A/A2282.jpg,A,train
data/raw/asl_alphabet_train/A/A1165.jpg,A,train
data/raw/asl_alphabet_train/A/A938.jpg,A,train
data/raw/asl_alphabet_train/A/A1419.jpg,A,train
data/raw/asl_alphabet_train/A/A615.jpg,A,train
data/raw/asl_alphabet_train/A/A2748.jpg,A,train
data/raw/asl_alphabet_train/A/A1728.jpg,A,train
data/raw/asl_alphabet_train/A/A1264.jpg,A,train
data/raw/asl_alphabet_train/A/A769.jpg,A,train
data/raw/asl_alphabet_train/A/A2270.jpg,A,train
data/raw/asl_alphabet_train/A/A50.jpg,A,train
data/raw/asl_alphabet_train/A/A2043.jpg,A,train
data/raw/asl_alphabet_train/A/A1274.jpg,A,train
data/raw/asl_alphabet_train/A/A303.jpg,A,train
data/raw/asl_alphabet_train/A/A225.jpg,A,train
data/raw/asl_alphabet_train/A/A392.jpg,A,train
data/raw/asl_alphabet_train/A/A1483.jpg,A,train
data/raw/asl_alphabet_train/A/A358.jpg,A,train
data/raw/asl_alphabet_train/A/A451.jpg,A,train
data/raw/asl_alphabet_train/A/A1659.jpg,A,train
data/raw/asl_alphabet_train/A/A954.jpg,A,train
data/raw/asl_alphabet_train/A/A339.jpg,A,train
data/raw/asl_alphabet_train/A/A2183.jpg,A,train
data/raw/asl_alphabet_train/A/A529.jpg,A,train
data/raw/asl_alphabet_train/A/A2383.jpg,A,train
data/raw/asl_alphabet_train/A/A722.jpg,A,train
data/raw/asl_alphabet_train/A/A273.jpg,A,train
data/raw/asl_alphabet_train/A/A853.jpg,A,train
data/raw/asl_alphabet_train/A/A2524.jpg,A,train
data/raw/asl_alphabet_train/A/A1611.jpg,A,train
data/raw/asl_alphabet_train/A/A357.jpg,A,train
data/raw/asl_alphabet_train/A/A2114.jpg,A,train
data/raw/asl_alphabet_train/A/A2642.jpg,A,train
data/raw/asl_alphabet_train/A/A2707.jpg,A,train
data/raw/asl_alphabet_train/A/A2083.jpg,A,train
data/raw/asl_alphabet_train/A/A2535.jpg,A,train
data/raw/asl_alphabet_train/A/A789.jpg,A,train
data/raw/asl_alphabet_train/A/A1315.jpg,A,train
data/raw/asl_alphabet_train/A/A2752.jpg,A,train
data/raw/asl_alphabet_train/A/A2859.jpg,A,train
data/raw/asl_alphabet_train/A/A9.jpg,A,val
data/raw/asl_alphabet_train/A/A2013.jpg,A,val
data/raw/asl_alphabet_train/A/A2871.jpg,A,val
data/raw/asl_alphabet_train/A/A299.jpg,A,val
data/raw/asl_alphabet_train/A/A2115.jpg,A,val
data/raw/asl_alphabet_train/A/A2825.jpg,A,val
data/raw/asl_alphabet_train/A/A2927.jpg,A,val
data/raw/asl_alphabet_train/A/A1876.jpg,A,val
data/raw/asl_alphabet_train/A/A1777.jpg,A,val
data/raw/asl_alphabet_train/A/A2263.jpg,A,val
data/raw/asl_alphabet_train/A/A2875.jpg,A,val
data/raw/asl_alphabet_train/A/A219.jpg,A,val
data/raw/asl_alphabet_train/A/A1985.jpg,A,val
data/raw/asl_alphabet_train/A/A2187.jpg,A,val
data/raw/asl_alphabet_train/A/A841.jpg,A,val
data/raw/asl_alphabet_train/A/A1069.jpg,A,val
data/raw/asl_alphabet_train/A/A369.jpg,A,val
data/raw/asl_alphabet_train/A/A627.jpg,A,val
data/raw/asl_alphabet_train/A/A160.jpg,A,val
data/raw/asl_alphabet_train/A/A2741.jpg,A,val
data/raw/asl_alphabet_train/A/A1040.jpg,A,val
data/raw/asl_alphabet_train/A/A329.jpg,A,val
data/raw/asl_alphabet_train/A/A1049.jpg,A,val
data/raw/asl_alphabet_train/A/A1405.jpg,A,val
data/raw/asl_alphabet_train/A/A1004.jpg,A,val
data/raw/asl_alphabet_train/A/A145.jpg,A,val
data/raw/asl_alphabet_train/A/A1172.jpg,A,val
data/raw/asl_alphabet_train/A/A928.jpg,A,val
data/raw/asl_alphabet_train/A/A59.jpg,A,val
data/raw/asl_alphabet_train/A/A2399.jpg,A,val
data/raw/asl_alphabet_train/A/A158.jpg,A,val
data/raw/asl_alphabet_train/A/A2181.jpg,A,val
data/raw/asl_alphabet_train/A/A919.jpg,A,val
data/raw/asl_alphabet_train/A/A2895.jpg,A,val
data/raw/asl_alphabet_train/A/A1215.jpg,A,val
data/raw/asl_alphabet_train/A/A1935.jpg,A,val
data/raw/asl_alphabet_train/A/A278.jpg,A,val
data/raw/asl_alphabet_train/A/A348.jpg,A,val
data/raw/asl_alphabet_train/A/A1645.jpg,A,val
data/raw/asl_alphabet_train/A/A1158.jpg,A,val
data/raw/asl_alphabet_train/A/A842.jpg,A,val
data/raw/asl_alphabet_train/A/A1174.jpg,A,val
data/raw/asl_alphabet_train/A/A2285.jpg,A,val
data/raw/asl_alphabet_train/A/A1348.jpg,A,val
data/raw/asl_alphabet_train/A/A844.jpg,A,val
data/raw/asl_alphabet_train/A/A830.jpg,A,val
data/raw/asl_alphabet_train/A/A881.jpg,A,val
data/raw/asl_alphabet_train/A/A88.jpg,A,val
data/raw/asl_alphabet_train/A/A2463.jpg,A,val
data/raw/asl_alphabet_train/A/A1132.jpg,A,val
data/raw/asl_alphabet_train/A/A902.jpg,A,val
data/raw/asl_alphabet_train/A/A1753.jpg,A,val
data/raw/asl_alphabet_train/A/A2178.jpg,A,val
data/raw/asl_alphabet_train/A/A2045.jpg,A,val
data/raw/asl_alphabet_train/A/A1280.jpg,A,val
data/raw/asl_alphabet_train/A/A1018.jpg,A,val
data/raw/asl_alphabet_train/A/A848.jpg,A,val
data/raw/asl_alphabet_train/A/A2888.jpg,A,val
data/raw/asl_alphabet_train/A/A1965.jpg,A,val
data/raw/asl_alphabet_train/A/A2249.jpg,A,val
data/raw/asl_alphabet_train/A/A1429.jpg,A,val
data/raw/asl_alphabet_train/A/A687.jpg,A,val
data/raw/asl_alphabet_train/A/A1062.jpg,A,val
data/raw/asl_alphabet_train/A/A1980.jpg,A,val
data/raw/asl_alphabet_train/A/A1178.jpg,A,val
data/raw/asl_alphabet_train/A/A1297.jpg,A,val
data/raw/asl_alphabet_train/A/A1417.jpg,A,val
